Item ID,Name,"	Description",Tag 1,Tag 2,Tag 3
0x0d037,Heather Swanson,"Heather worked as a model for Arnett Clothing Emporium. She was engaged to Henry Arnett and was close friends with Julia Randall. Heather and Julia later moved to work at the D'Assine Dress Shop, though Julia had a notorious reputation as a flirtatious troublemaker, hence was later fired. While working at the fashion store, Heather was introduced to Detectives Cole Phelps and Roy Earle by Celia Stanley. Phelps questioned Heather for background information on Julia and asked Heather to request Arnett come to Hollywood Police Station for questioning. Before leaving, Phelps revealed that Julia had been murdered, upsetting Heather. Later that evening at home, she encountered both Phelps and Earle again, who were informing her mother of her recovered stolen items. Phelps revealed that Arnett was involved in the burglaries. Outraged by the accusation, Heather was escorted by Phelps and Earle to Arnett's apartment, where they witnessed Arnett being attacked though the assailant escaped. Phelps interrogated Arnett, with strong evidence. Heather learned the shocking truth that Arnett and Julia were both part of burglary gang. Arnett stole from Heather's mother, and her pearl engagement ring was also stolen. Furthermore, Phelps revealed that Arnett planned to escape to Mexico City, leaving Heather behind to escape the authorities. Arnett was sent to prison for burglary, and their engagement was likely cancelled.",L.A. Noire,Fictional Character,
0x0d038,Harold Stoneman,"Stoneman fell in love with Julia Randall, who, sadly enough, did not return his affections. Instead, Julia used him as part of her schemes to make more money. Stoneman's wife would often throw high society parties, through her he would give the names of wealthy people to Julia so she along with Henry Arnett could burgle their houses for money and jewelry. Stoneman continued showering as much money as he could unto Julia hoping she would eventually love him in return. However, Julia didn't even allow Stoneman to touch her, she constantly strung him on the promise they would be together but was merely using him. While affiliated with Julia he went by the alias of ""Henderson"" to protect his identity and from others finding out the truth about Julia and her involvement. After Julia was murdered, Detectives Cole Phelps and Roy Earle visited his practice and informed him of Julia's death. He tried to tell the detectives that Julia had only been a patient of his for about six months. However, Phelps disproved this lie by using Julia's prescription as evidence, showing that she had been a patient of Stoneman since July 1946. After Henry Arnett revealed that 'Mr. Henderson' and Stoneman are the same person, he was again confronted at his practice by Phelps and Earle. Realizing that he had gone insane with grief, and accepting ""Prison would be better than insanity..."" Stoneman admitted his involvement in the burglaries and promised to testify in court. However, Stoneman refused a lawyer and even to see his own family, in regret and realizing he had ruined his life, Stoneman committed suicide by jumping out of an open window, and landing on top of a car.",L.A. Noire,Fictional Character,
0x0d039,Manifest Destiny,"Manifest Destiny is a Vice case in L.A. Noire. The case starts out with a triple homicide at the 111 Club on Hollywood Blvd. Although the Homicide division is of course on the scene, Vice is called in due to the presence of yet more Army surplus morphine. There you find stolen BARs, morphine, and cigarettes. You question the hostess and it's Eddie McGoldrick one of the army veterans. You then interview Elsa and she tells you nothing basically, and then she grills you and owns you. Then Cole has an affair with Elsa. Roy Earle sees.  Then you talk with Mickey Cohen. After that you find the records of the ship robbery. There's a bus shooting. You interview the driver, Felix (from the marines). He reveals Kelso is in L.A. and you pick him up lol. During the interview he tells you nothing and you just tell him stuff lol. Two shootouts later... and one almost dead guy is telling you that they got wrecked. Finally you meet Sheldon and he's about to confess everything and then Phelps gets demoted. There's a cutscene where Cole argues with his wife then gets kicked out and goes to Elsa's place.",L.A. Noire,,
0x0d03a,Elsa Lichtmann,Elsa Lichtmann is a central character in L.A. Noire. She is the singer at The Blue Room nightclub.,L.A. Noire,Fictional Character,
0x0d03b,Mickey Cohen,"Meyer Harris ""Mickey"" Cohen is a character in L.A. Noire. Cohen is one of the main antagonists during Cole Phelps' time on the Vice desk, along with Courtney Sheldon.",L.A. Noire,Fictional Character,
0x0d03c,Jack Kelso,"Jack Kelso is the deuteragonist in L.A. Noire. Kelso is a former United States Marine who has a history with Cole Phelps at the Battle of Okinawa. After the war and his discharge from the Marine Corps, he became a claims investigator for California Fire and Life.",L.A. Noire,Fictional Character,
0x0d03d,Courtney Sheldon,"Courtney Sheldon is a central character in L.A. Noire. He is a former Navy Corpsman serving with the United States Navy and Marine Corps, having fought at Okinawa alongside Lieutenant Cole Phelps and Sergeant Jack Kelso as a field medic. Sheldon acts as a one of the main antagonists (though unaware) during the Vice desk.",L.A. Noire,Fictional Character,
0x0d03e,Harlan Fontaine,"Dr. Harlan J. Fontaine, PHD is a central character and one of the main antagonists of the Arson desk. He is a clinical psychiatrist who is featured several times on the front page story of the Los Angeles Inquisitor. Throughout the game's events, the majority of his appearances are in newspaper flashbacks.",L.A. Noire,Fictional Character,
0x0d03f,Archibald Colmyer,"Lt. Archibald ""Archie"" Colmyer is a character in L.A. Noire. He is a lieutenant in the Los Angeles Police Department's Vice unit.",L.A. Noire,Fictional Character,
0x0d040,L.A. Noire Vice Cases,"The Administrative Vice, also known as Vice, Ad Vice, or Vice Narcotics Desk is a Department of the Los Angeles Police Department in L.A. Noire. It deals with offenses involving prostitution, narcotics, lewdness, lasciviousness, and obscenity. LAPD Vice detectives plunge themselves down into the ""seedy underbelly of L.A."", overturning the most decrepit of stones to expose the city's drugs, druggies, pimps, pushers, prostitutes, bootleggers, bookies, mob lords, thugs and gangsters. Working these cases will defy Phelps' worst and lowest expectations of humanity. Cole starts to work in this department following a harrowing stint investigating murders on the Homicide desk with Rusty Galloway, to find that things can indeed get even more vicious in Los Angeles. Cole is specially requested by Chief Detective of Vice, Roy Earle, For a reassignment from Homicide. Cole works the Vice desk at the Hollywood Police Station. His partner is Roy Earle, the senior Ad Vice detective. In Vice, Phelps has two commanding officers in the department, Captain Lazarus Cafarelli and Lieutenant Archie Colmyer. Vice is said to be the most ""glamorous"" of all the departments and one of the prime detective assignments, second only to the Homicide Department. However, the Vice Department also seems to be the most corrupt department of the LAPD. Vice detectives tend to be ruthless, dishonest, and easily swayed by money. They also seem to have the most power, due to Vice's status as the most glamorous department. As such, members get an extraordinary amount of leeway uncommon in the LAPD or the District Attorney's Office. For example, Roy Earle, the Chief Detective, is bribed by Leland Monroe to ensure Dr. Harlan Fontaine's illegal use of morphine on his patients is kept secret, and also rats out Cole's secret affair with Elsa Lichtmann in order to draw away attention from a Vice scandal.",L.A. Noire,,
0x0d041,Roy Earle,Detective Roy Earle is a central character in L.A. Noire. Roy is the corrupt Chief Detective of the Vice department. He is Cole Phelps' partner during his time at the Vice desk. Roy later becomes a secondary antagonist during the Arson desk.,L.A. Noire,Fictional Character,
0x0d042,The Gas Man (Case 5-1),"The Gas Man is an Arson case in L.A. Noire. This is the first case Cole Phelps takes on the Arson desk after being demoted from the Vice desk due to the scandal he caused. Phelps joins arson and everyone is roasting him. You are partnered with Biggs and he is not amused at all. There are two house fires to investigate. The first one is Steffens family, who won a competition and were out of town when they came back to a fire. He tells you that his house was the last one to be purchased from the suburban redevelopment fund and you also see some instaheat heater. At he Sawyer house you meet the coroner. Cole says he needs to get something before the department ruins him. You chase down Herbert Chapman, a suspect. Biggs and Cole have an argument, Cole always has to be a hero and its probably just nothing but Cole is insistent. Both the Sawyer family and Steffens were offered prizes, by the Suburban Redevelopment Fund. Then you force the guy at the travel agency to donate money lol. You go to the fire station and Lynch makes you make a balloon explode. You go to Instaheat and and find the stuff has been tampered with and get an employee/suspect list. Ryan and Clemens are both anarchists while Varley has a moquito coil. Clemens is innocent, and you chase down Ryan and Varley. You interrogate Ryan and he says that he hates Instaheat and accuses Varley of being with Suburban Redevelopment. Varley tells you that Suburban gave Sawyer a free heater service, and that the moquito coils belong to Ryan. ",L.A. Noire,,
0x0d043,Herbert Chapman,"Herbert Chapman is a character in L.A. Noire. He is a person of interest in ""The Gas Man"" case and later a suspect in ""A Walk in Elysian Fields"", acting as a secondary antagonist for the early Arson cases. After hearing about the Sawyer house fire, Chapman arrived at the scene, but was recognized by Lynch and Biggs. Chapman instantly became a suspect, and was apprehended by Detective Cole Phelps. He was arrested under suspicion of causing the fire, but was released, as there was no evidence linking him to the fire. Chapman worked as a waybill for Elysian Fields Development, handing out promotional flyers to holdouts. Leland Monroe framed Chapman as a scapegoat for the Morelli house fire. Cole Phelps and Herschel Biggs went to his house to arrest him. In the trunk of his van, they discovered a box of .45 ACP rounds, promotional flyers and a box of mosquito coils. The detectives then spotted him across the street outside a laundromat. Chapman drew a gun and attempted to escape by hijacking a tram, but he was eventually stopped when Phelps and Biggs derailed the trolley. Chapman was ultimately killed in a shootout with Phelps and Biggs. Phelps said he couldn't imagine Chapman and Leland Monroe working together, due to the fact the fires always benefited Elysian Fields in some way. Biggs agreed, but said that the evidence was good for Chapman, especially due to his firearm.",L.A. Noire,Fictional Character,
0x0d044,Albert Lynch,"Albert Lynch is a character in L.A. Noire. He is a fire investigator, who operates out of the Engine Company No. 27 fire station. While investigating the Sawyer house, Lynch was met by Biggs and Cole Phelps, though Lynch was surprised that Biggs had a partner. While examining the scene, Lynch caught sight of Chapman and pointed him out to Phelps. Chapman was arrested by Phelps under suspicion of causing the fire. After discovering the tampered regulator valve, Lynch demonstrated a theory with gas experiment and the regulator valve. The experiment indicated that the arsonist was sabotaging water heater regulator valves to cause the house fires. Lynch suggested investigating InstaHeat for leads on the water heater models. Lynch along Malcolm Carruthers, Biggs and Phelps later investigated the gruesome Morelli house fire, the bodies of the family charred and twisted from the ""prayer effect"". Lynch carefully inspected the remains and the scene. His analysis indicated that the arsonist moved the bodies, possibly out of guilt, leading to a complicated theory regarding the true arsonist.",L.A. Noire,Fictional Character,
0x0d045,Matthew Ryan,"Ryan worked as an installer for Hephaistos Water Heater Company. However, his family died in a fire accident shortly after he installed a water heater in his own home, due to the heater's faulty and unreliable design. Ryan was assumed responsible and taken to court. Since Hephaistos could not be held liable for the fire despite the flaws in their water heater design, Ryan was forced to take the blame. Despite no criminal intent, he was charged for attempted murder. Ryan became a fifth columnist hoping to expose and sabotage other ""fascist"" water heater companies and would hand out fifth columnist pamphlets to other employees at InstaHeat. However, he was shunned because he was viewed as a communist sympathizer. While installing heaters for InstaHeat, Ryan became a suspect for a series of house fires because of his criminal record. He was approached by detectives Cole Phelps and Herschel Biggs. He immediately fled in his truck, but crashed and was apprehended. After being interrogated, Ryan was charged for the fires as well for the murders of the Sawyer family and sent to prison. However, Phelps later realized that neither Ryan, Reginald Varley or Herbert Chapman were responsible. It is ultimately revealed that Ira Hogeboom was responsible for the fires, and Ryan was released. ",L.A. Noire,Fictional Character,
0x0d046,Reginald Varley,"Varley previously lived in Detroit where he committed an act of murder. He fled to Los Angeles to escape the authorities. While in L.A., Varley worked as a contractor for InstaHeat, he did installments and maintenance for the company's customers. Varley's boss, Ivan Rasic overlooked Varley's warrant for murder due to the need to hire installers. Varley was approached by the Suburban Redevelopment Fund (SRF) who requested his help in order help further their housing plans. Varley accepted their bribe and installed water heaters into the new housing developments. Varley also did free maintenance services on Sawyer and Morelli home water heaters. These families were holdouts, hence Varley correctly suspected that the SRF gave free service as incentive to sell to Elysian Fields Development. Due to his murder warrant and employment with InstaHeat, Varley became a suspect for a series of arsons. To add to the suspicion, a box of mosquito coils, a favored time delayed fuse for arsonists, was found in Varley's locker. However, Varley was actually holding them for Matthew Ryan since his locker was filled with fifth communist pamphlets. Varley was approached and arrested by detectives Cole Phelps and Herschel Biggs at his work site. During interrogation, Phelps suspected that Varley's motive was part of the foul play by the SRF, however, Varley deflected any indications of a conspiracy. With Ryan being charged for the arsons, Varley was extradited back to Detroit and was incarcerated for his murder charge.",L.A. Noire,Fictional Character,
0x0d047,A Walk in Elysian Fields (Case 5-2),"A Walk in Elysian Fields is an Arson case in L.A. Noire. At the Morelli House you find corpses in the house with the Prayer effect. Biggs storms out when you want evidence of a repeat offender. You talk with him and he agrees that you will find him. You hear Morelli was not selling to the Suburban Redevelopment fund. The captain tells you to stay away from Elysian Fields. For some reason there's a fight at Rancho Escondido? The house quality is awful at this other place. You see Monroe and question him. He gives you a list of suspects with Herbert Chapman and also says that the Chief of Police and Mayor are in on it. There's a cutscene between Roy and Cole at the Blue Room where Roy tells Cole to stay away. You arrest Chapman and the case closes, Elysian Fields gets away. Chapman has moquito coils, flyers for Elysian, and guns in his trunk. He hijacks the trolley lol. After the case Elsa gets a letter for Lou's death and Cole tells Elsa to reject the claim and ask Jack to investigate.",L.A. Noire,,
0x0d048,Leland Monroe,"Leland Monroe is a central character in L.A. Noire, as well as one of the main antagonists during the Arson desk cases. ",L.A. Noire,Fictional Character,
0x0d049,House of Sticks (Case 5-3),"House of Sticks is an Arson case in L.A. Noire, although it does not involve the police. Elsa comes to Kelso and asks for help in investigating. Kelso is skeptical. You talk with Mr. Benson and he tells you to stay out of Elysian. You go anyway and finds a receipt for cheap cement, demolition order for the house of interest, and a connection to Monroe. The house of interest has been demolished but you find the wood is from a film studio. You get chased around by a bulldozer lol. Then you go to the Film Studio and see the quality of lumber is bad, you play a film that indicts Fontaine, Bensen, Monroe in the Suburban Bensen. You call Bensen and he tells you to f off. Kelso calls Elsa and and they meet at the Blue Room, and then Elsa talks with Cole, Cole is jealous lol. Then Kelso gets beat up at the development site and make a car getaway barely. Stumbles into Elsa's apartment and the case ends. Funny scene where Kelso says hi to Cole and then collapses. ",L.A. Noire,,
0x0d04a,Curtis Benson,"Curtis Robert Benson is a character in L.A. Noire. Benson is the Vice-president of California Fire and Life, and is also on the board of directors of the Suburban Redevelopment Fund. Curtis is later revealed as one of the main antagonists during Cole Phelps' time on Arson and Jack Kelso's time as an investigator for California Fire and Life and the District Attorney's Office.",L.A. Noire,Fictional Character,
0x0d04b,A Polite Invitation (Case 5-4),"A Polite Invitation is an Arson case in L.A. Noire. It is also the second of three cases in the game where you play as Jack Kelso throughout the entire case. Kelso wakes up in the hospital and talks to Elsa. Then Jack gets an offer from Petersen to be a D.A.'s investigator. Jack goes to Bensen's apartment and then interrogates and searches. An interrogation reveals nothing new, other than that ""it's all in the case file."" Checking the file reveals a latitude and longitude and a property cost which is minimal. Phelps and Jack have a chat about how Cole is sorry and Jack needs to help. Jack gives a speech about how Cole shouldn't be guilty for his nonsense medal. At the hall of records you find the Suburban Redevelopment Fund shareholders and the price of the site being worth 10 times the land with a house. There's a gunfight. Kelso talks with Courtney about the Suburban Redevelopment Fund and he confesses that he gave the morphine to Fontaine. Kelso gets a call from Monroe and there's an exciting and long shootout. Kelso gets shot by the secretary. A search of the office reveals a payroll for Earle, and other execs in LAPD. There is also a file assemblede by Roy Earle on Fontaine's criminal activity. ",L.A. Noire,,
0x0d04c,Nicholson Electroplating (Case 5-X),"Nicholson Electroplating is an Arson case in L.A. Noire. The case begins with Phelps and Biggs discussing the whereabouts of Jack Kelso, currently the subject of a state-wide APB. No mention is made of Elsa Lichtmann and her kidnapping, nor of the death of Harlan Fontaine, as this case begins during A Polite Invitation, presumably after Cole has visited Jack's office but before the shootout at Leland Monroe's Mansion. Suddenly, a huge explosion, complete with a mushroom cloud, occurs a few blocks away. Biggs at first thinks the Soviets have launched a hydrogen bomb at Los Angeles. You kill two looters there and it's the remains of Nicholson Electroplating. There is an airplane part, laundry tag, and omg Ralph Dunn is here.  In a briefcase, you find a spy camera  and there is a secret address and a Japanese man's business card. You interview Fred Nicholson and he tells you about Tamako Okamoto, an industrial spy and Harold McLellan, the chemist in charge of these experiments which blew everything up. At Okamoto's apartment you find a dead man in the refrigerator, an LAPD retirement tiepin, and some microfilm. You goes to Hughes Aircraft and interrogate Vernon Mapes an LAPD retiree. It seems Hughes were sending stuff to Nicholson for polishing without the boss knowing about it. For some reason inside the plane there is a destination of the Bahamas. In Mapes' office there are images of Marie McDonald. You find that McLellan was giving the patent of the experiment for Hughes and Okamoto snagged a photo of it. You check out a suspicious house and it turns out the it's the house of McLellan (a false name) and there's gas all over the floors. Mapes tries to set you on fire but you escape. You chase him down and then kill him.",L.A. Noire,,
0x0d04d,Vernon Mapes,"Mapes is a former LAPD officer who worked in the Vice department. He was a notorious crooked cop and was hated by honest cops such as Herschel Biggs and Lachlan McKelty. His career as a corrupt officer was well known, and he was admired by up and coming cops such as Roy Earle. After retiring from the police force, Mapes became the head of security for Howard Hughes' Los Angeles headquarters, Hughes Aircraft. Mapes also acted as head of Hughes' personal interests outside of Hughes Aircraft, such as arranging seedy business deals and organizing prostitution for Hughes with Hollywood starlets. Mapes learned of Harold McLellan's formula to chemically polish aluminum, a process of extreme value to Hughes Aircraft, and hence established a business arrangement with McLellan. Their deal involved McLellan personally selling the process to Hughes through Mapes while cutting out Fred Nicholson. Mapes also provided McLellan with a prop spinner for testing. Unfortunately, Lockheed, an aircraft manufacturing competitor, was also aware of the process and resorted to industrial espionage to steal it from McLellan. Mapes in turn murdered an unnamed Lockheed employee, an accomplice of Tomoko Okamoto, and hid the body at her apartment. Mapes' intent was to eliminate competitors for the process and to secure it for Hughes. Unfortunately, both McLellan and Okamoto were killed in a massive explosion at the Nicholson Electroplating Plant, when a test of the formula went horribly wrong. Detectives Cole Phelps and Biggs arrived at Hughes Aircraft to investigate links to the Nicholson Electroplating explosion. Mapes allowed them into the hangar and answered a few questions. Mapes later proceeded to burn down McLellan's home, in order to remove evidence of his corrupt deeds and implicating Hughes. However, he was caught by Phelps and Biggs, prompting Mapes to flee back to the hangar and after a car chase, Mapes was finally killed in a shootout.",L.A. Noire,Fictional Character,
0x0d04e,A Different Kind of War (Case 5-5),"A Different Kind of War is an Arson case in L.A. Noire. This is the last case Cole Phelps takes on the Arson Desk, as well as the last case in L.A. Noire. The case starts when Elsa confronts Fontaine about his involvement in the Elysian Fields. ""I can see your future, Elsa."" Fontaine knocks out Elsa but then Ira kills the doctor. In the first part of the case, you play as Jack Kelso. Jack is shown outside the Los Angeles International Speedway, preparing to investigate a number of exterminators around LA after Leland Monroe informed him that the serial arsonist was a bug-sprayer. The next section of the case takes you back to the previous day. You play as Cole Phelps again. Cole and Biggs are called in by Rusty Galloway to investigate the murder of Dr. Harlan Fontaine at his home office by one of his patients, as well as the kidnapping of Elsa Lichtmann. You search the place and find tons of morphine, blackmail papers on Fontaine from Monroe, and finally a highway map which shows the highway will be built straight over new houses. Cole figures out the plan is for the government to buy the land in the path of the freeway which has value from the insurance. The third section of the case has you play Jack Kelso again. Kelso checks out the bunkhouse at the old Rancho Rincon. Jack soon realizes that the arsonist and occupant of the bunkhouse is his and Cole's former fellow Marine, Ira Hogeboom, responsible for burning out a cave of innocent civilians during the war, under Cole's orders. He had since lost his mind and gone to Dr. Fontaine for help. Fontaine, however, working with Leland Monroe, had Ira burn down the homes in the Arson cases The Gas Man and A Walk in Elysian Fields, killing two families in the process. When Fontaine knocked out Elsa Lichtmann in his office, Hogeboom burst in and strangled the doctor. Jack, after finding the map of the Los Angeles River Tunnels, comes to the conclusion that Hogeboom resides down there with Elsa as his hostage. There's a vehicle chase where Cole helps Kelso get away from the police after him. The DA who hired Jack, Peterson stalls the police outside the place. There is a long long shoot sequence in the tunnels. Jack confronts Ira who has Elsa. Cole comes and Ira says Cole commanded him to kill all those innocent civilians during the war. Jack kills Ira. Cole dies as Elsa and Jack escape. The final scene is the funeral with Roy Earle giving a speech. The final scene is Courtney recommending everyone to steal morphine. Jack gives a speech about how everyone is a hero. ",L.A. Noire,,
0x0d04f,L.A. Noire Arson Cases,"The Arson Desk is a Department of the LAPD in L.A. Noire. Arson is concerned with crimes of maliciously, voluntarily, and willfully setting fire to buildings, forest areas, other property of another, or of burning one's own property for an improper purpose, such as to collect insurance. The Arson Desk also works side-by-side with the Los Angeles Fire Department and fire investigator Albert Lynch.",L.A. Noire,,
0x0d050,Herschel Biggs,Detective Herschel Biggs is a central character in L.A. Noire. He is Cole Phelps' final partner upon Phelps' demotion to the Arson desk from Vice.,L.A. Noire,Fictional Character,
0x0d051,Lachlan McKelty,Captain Lachlan McKelty is a character in L.A. Noire. He is the Captain of the LAPD's Arson Department. ,L.A. Noire,Fictional Character,
0x0d052,"	Newspaper 1","Seen in ""Upon Reflection,"" Courtney Sheldon talks with Fontaine and asks him to help his friend.",L.A. Noire,,
0x0d053,"	Newspaper 2","Seen in case ""The Driver's Seat."" In it, Dr. Fontaine is seen talking with Ira Hogeboom and giving him drugs to help alleviate his PTSD.",L.A. Noire,,
0x0d054,"	Newspaper 3","Seen in ""A Marriage Made in Heaven,"" Courtney confronts Fontaine about his patients being addicts and doing illegal drugs. Fontaine explains that it is better for society.",L.A. Noire,,
0x0d055,Newspaper 4,"Seen in ""The Fallen Idol."" Mickey Cohen and Courtney Sheldon talk about how Cohen is upset that Sheldon is supplying unadulterated drugs to the market. He offers a bribe and is refused. Then Cohen asks for Sheldon to be killed.",L.A. Noire,,
0x0d056,Newspaper 5,Ira is calling Dr. Fontaine and complaining about how the house that he burned was full of people when Ira burned it and he watched them die.,L.A. Noire,,
0x0d057,Newspaper 6,Courtney Sheldon comes asking Jack Kelso for help with the gangsters who are giving addicts morphine. He asks them to negotiate. ,L.A. Noire,,
0x0d058,Newspaper 7,"There's a standoff between Mickey Cohen and Jack Kelso and Courtney Sheldon. Jack Kelso says the morphine will be going into the sea. Epic line where Courtney tells Cohen that Japs which are ""little guys"" are ""about your size.""",L.A. Noire,,
0x0d059,Newspaper 8,"Courtney Sheldon talks to Harlain Fontaine about how he robbed the ship of morphine. The doctor offers to help by take all the drugs and ""medically administer"" them, then invest them in phony housing projects.",L.A. Noire,,
0x0d05a,Newspaper 9,Cutscene where Roy Earle walks into a meeting between some very important people and tells them to use Cole Phelps as a cover up for the Brenda thing. They ask what he wants in return.,L.A. Noire,,
0x0d05b,Newspaper 10,Ira calls and tells Doctor Fontaine that he has a purpose to bring everyone to heaven with the fires. ,L.A. Noire,,
0x0d05c,Newspaper 11,Courtney confronts Fontaine about the Suburban Redevelopment Fund and then kills Courtney. ,L.A. Noire,,
0x0d05d,Newspaper 12,Cole reaches Courtney's corpse and then Earle comes and tells Cole to get away. Cole pulls his gun on Earle and then tells him to stay away and that he'll get him good.,L.A. Noire,,
0x0d05e,Newspaper 13,"It's a talk between Fontaine and Monroe. Monroe is complaining that Ira is out of control, and Fontaine says that he killed Sheldon. Monroe says he'll take care of Kelso and Fontaine will take care of Ira.",L.A. Noire,,
